,year,state,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
1681,2012,Wisconsin,Mason,Liam,Ethan,Jackson,Owen
1682,2012,Wyoming,Liam,Mason,Logan,William,Wyatt
1683,2013,Alabama,William,Mason,James,John,Elijah
1684,2013,Alaska,Liam,William,Mason,Noah,Wyatt
1685,2013,Arizona,Jacob,Noah,Liam,Alexander,Daniel
1686,2013,Arkansas,William,Mason,Noah,James,Elijah
1687,2013,California,Jacob,Ethan,Daniel,Jayden,Matthew
1688,2013,Colorado,Liam,Noah,Jackson,Alexander,William
1689,2013,Connecticut,William,Mason,Jacob,Noah,Michael
1690,2013,Delaware,Michael,Mason,Liam,Aiden,William
1691,2013,Dist. of Columbia,William,Alexander,John,Henry,Samuel
1692,2013,Florida,Jayden,Jacob,Liam,Noah,Michael
1693,2013,Georgia,William,Mason,Noah,Elijah,James
1694,2013,Hawaii,Liam,Mason,Noah,Ethan,Logan
1695,2013,Idaho,Liam,Wyatt,William,Samuel,Carter
1696,2013,Illinois,Noah,Alexander,Jacob,Liam,Michael
1697,2013,Indiana,Liam,Noah,Mason,William,Elijah
1698,2013,Iowa,Liam,Mason,Carter,Noah,Owen
1699,2013,Kansas,Liam,William,Mason,Jacob,Jackson
1700,2013,Kentucky,William,Mason,Noah,James,Elijah
1701,2013,Louisiana,Mason,Noah,Liam,Elijah,Aiden
1702,2013,Maine,Liam,Benjamin,Jackson,Carter,Samuel
1703,2013,Maryland,Liam,Noah,Jacob,Mason,Ethan
1704,2013,Massachusetts,Benjamin,William,Jacob,Ryan,Michael
1705,2013,Michigan,Liam,Mason,Noah,Jacob,Carter
1706,2013,Minnesota,William,Liam,Mason,Henry,Logan
1707,2013,Mississippi,William,Mason,James,John,Aiden
1708,2013,Missouri,William,Mason,Liam,Jackson,Jacob
1709,2013,Montana,Liam,Mason,William,Wyatt,Hunter
1710,2013,Nebraska,Mason,Liam,William,Noah,Carter
1711,2013,Nevada,Ethan,Mason,Jayden,Anthony,Jacob
1712,2013,New Hampshire,Liam,William,Mason,Jackson,Benjamin
1713,2013,New Jersey,Michael,Matthew,Jacob,Joseph,Liam
1714,2013,New Mexico,Noah,Elijah,Liam,Jacob,Josiah
1715,2013,New York,Jacob,Michael,Ethan,Liam,Jayden
1716,2013,North Carolina,William,Mason,Elijah,Jacob,Noah
1717,2013,North Dakota,Mason,Liam,William,Easton,Jack
1718,2013,Ohio,Liam,Mason,Noah,William,Jacob
1719,2013,Oklahoma,Mason,Jaxon,Liam,Noah,William
1720,2013,Oregon,Liam,Mason,Elijah,Benjamin,William
1721,2013,Pennsylvania,Mason,Liam,Jacob,Michael,Noah
1722,2013,Rhode Island,Liam,Mason,Benjamin,Logan,Michael
1723,2013,South Carolina,William,Mason,James,Noah,Elijah
1724,2013,South Dakota,Liam,Noah,Carter,William,Mason
1725,2013,Tennessee,William,Mason,Elijah,Noah,James
1726,2013,Texas,Jacob,Jayden,Noah,Ethan,Daniel
1727,2013,Utah,William,Liam,James,Jacob,Samuel
1728,2013,Vermont,Mason,Owen,Carter,Ethan,Liam
1729,2013,Virginia,William,Noah,Liam,Mason,Jacob
1730,2013,Washington,Liam,Mason,Alexander,Ethan,Noah
1731,2013,West Virginia,Mason,Liam,Noah,Hunter,Elijah
1732,2013,Wisconsin,Liam,Mason,William,Owen,Logan
1733,2013,Wyoming,Liam,Wyatt,Carter,Hunter,Mason
1734,2014,Alabama,William,James,John,Mason,Elijah
1735,2014,Alaska,Liam,James,Noah,Wyatt,Gabriel
1736,2014,Arizona,Noah,Liam,Alexander,Daniel,Jacob
1737,2014,Arkansas,Mason,William,Noah,Elijah,James
1738,2014,California,Noah,Jacob,Ethan,Daniel,Alexander
1739,2014,Colorado,Liam,Alexander,Noah,William,Logan
1740,2014,Connecticut,Mason,Alexander,Noah,Jacob,Liam
1741,2014,Delaware,Liam,Michael,Logan,Mason,Jacob
1742,2014,Dist. of Columbia,Alexander,William,John,Benjamin,James
1743,2014,Florida,Noah,Liam,Jacob,Michael,Mason
1744,2014,Georgia,William,Mason,Noah,James,Jacob
1745,2014,Hawaii,Noah,Liam,Mason,Aiden,Alexander
1746,2014,Idaho,Liam,William,Mason,Oliver,Samuel
1747,2014,Illinois,Noah,Alexander,William,Michael,Liam
1748,2014,Indiana,Liam,Noah,Elijah,Mason,William
1749,2014,Iowa,Liam,William,Mason,Noah,Owen
1750,2014,Kansas,William,Liam,Noah,Mason,Jackson
1751,2014,Kentucky,William,Elijah,James,Mason,Noah
1752,2014,Louisiana,Mason,Liam,Noah,William,Elijah
1753,2014,Maine,Liam,Mason,Owen,Benjamin,Oliver
1754,2014,Maryland,Noah,Liam,William,Mason,Michael
1755,2014,Massachusetts,Benjamin,William,Jacob,Liam,Michael
1756,2014,Michigan,Liam,Noah,Mason,Carter,Jacob
1757,2014,Minnesota,Henry,William,Liam,Owen,Benjamin
1758,2014,Mississippi,William,James,John,Elijah,Mason
1759,2014,Missouri,Liam,William,Mason,Elijah,Noah
1760,2014,Montana,William,Benjamin,Mason,Liam,Noah
1761,2014,Nebraska,Liam,Mason,Noah,William,Henry
1762,2014,Nevada,Noah,Daniel,Ethan,Anthony,Alexander
1763,2014,New Hampshire,Jacob,Mason,Jackson,Benjamin,Owen
1764,2014,New Jersey,Michael,Matthew,Joseph,Liam,Daniel
1765,2014,New Mexico,Noah,Liam,Elijah,Jacob,Michael
1766,2014,New York,Jacob,Liam,Ethan,Michael,Noah
1767,2014,North Carolina,William,Mason,Noah,Liam,Elijah
1768,2014,North Dakota,Liam,Mason,William,Noah,Owen
1769,2014,Ohio,Liam,Mason,Noah,William,Carter
1770,2014,Oklahoma,William,Liam,Mason,Noah,Elijah
1771,2014,Oregon,Liam,Henry,Noah,Benjamin,Logan
1772,2014,Pennsylvania,Liam,Mason,Noah,Michael,Jacob
1773,2014,Rhode Island,Mason,Liam,Benjamin,Logan,Jacob
1774,2014,South Carolina,William,James,Mason,Noah,Jackson
1775,2014,South Dakota,Liam,Lincoln,Logan,Benjamin,Noah
1776,2014,Tennessee,William,Mason,James,Elijah,Noah
1777,2014,Texas,Noah,Jacob,Daniel,Liam,Jayden
1778,2014,Utah,William,Liam,James,Oliver,Lincoln
1779,2014,Vermont,Liam,Mason,Oliver,Carter,William
1780,2014,Virginia,William,Liam,Mason,Noah,James
1781,2014,Washington,Liam,Benjamin,Alexander,Noah,William
1782,2014,West Virginia,Mason,Liam,Hunter,Noah,Colton
1783,2014,Wisconsin,Mason,Liam,William,Henry,Oliver
1784,2014,Wyoming,Jackson,Mason,Liam,William,Wyatt
1785,2015,Alabama,William,James,John,Mason,Elijah
1786,2015,Alaska,Liam,Noah,James,William,Joseph
1787,2015,Arizona,Noah,Liam,Alexander,Michael,Ethan
1788,2015,Arkansas,William,Elijah,Mason,Noah,James
1789,2015,California,Noah,Jacob,Ethan,Daniel,Matthew
1790,2015,Colorado,Liam,William,Jackson,Alexander,Oliver
1791,2015,Connecticut,Noah,Mason,Alexander,Liam,Jacob
1792,2015,Delaware,Noah,Liam,Mason,Jackson,Michael
1793,2015,Dist. of Columbia,William,Henry,James,Alexander,Jacob
1794,2015,Florida,Liam,Noah,Jacob,Mason,Lucas
1795,2015,Georgia,William,Noah,Mason,Elijah,James
1796,2015,Hawaii,Noah,Liam,Mason,Ethan,Ezekiel
1797,2015,Idaho,Liam,William,Oliver,James,Wyatt
1798,2015,Illinois,Noah,Liam,Alexander,Jacob,Michael
1799,2015,Indiana,Liam,Noah,Oliver,Elijah,Mason
1800,2015,Iowa,Liam,William,Oliver,Henry,Owen
1801,2015,Kansas,Liam,William,Mason,Oliver,Wyatt
1802,2015,Kentucky,William,Mason,Elijah,James,Noah
1803,2015,Louisiana,Noah,Mason,Liam,Elijah,William
1804,2015,Maine,Liam,Owen,Mason,Oliver,Wyatt
1805,2015,Maryland,Noah,Logan,James,Mason,Jacob
1806,2015,Massachusetts,Benjamin,William,Noah,Mason,James
1807,2015,Michigan,Noah,Liam,Carter,Mason,Lucas
1808,2015,Minnesota,Henry,Oliver,William,Liam,Mason
1809,2015,Mississippi,William,John,James,Mason,Elijah
1810,2015,Missouri,Liam,William,Mason,Henry,Jackson
1811,2015,Montana,William,Liam,Wyatt,Oliver,James
1812,2015,Nebraska,Henry,William,Liam,Noah,Oliver
1813,2015,Nevada,Liam,Noah,Alexander,Jacob,Anthony
1814,2015,New Hampshire,Jackson,Benjamin,Owen,Mason,Noah
1815,2015,New Jersey,Liam,Michael,Jacob,Noah,Mason
1816,2015,New Mexico,Noah,Elijah,Liam,Michael,Josiah
1817,2015,New York,Liam,Jacob,Ethan,Noah,Michael
1818,2015,North Carolina,William,Noah,Mason,Liam,James
1819,2015,North Dakota,Liam,Oliver,Carter,Owen,Henry
1820,2015,Ohio,Liam,Mason,Noah,Carter,William
1821,2015,Oklahoma,Elijah,William,Jaxon,Liam,Wyatt
1822,2015,Oregon,Liam,Henry,Oliver,James,Noah
1823,2015,Pennsylvania,Mason,Liam,Noah,Jacob,Michael
1824,2015,Rhode Island,Noah,Liam,Mason,Logan,Alexander
1825,2015,South Carolina,William,James,Mason,Noah,Elijah
1826,2015,South Dakota,Oliver,Owen,Liam,Jackson,Levi
1827,2015,Tennessee,William,James,Mason,Elijah,Noah
1828,2015,Texas,Noah,Liam,Jacob,Ethan,Daniel
1829,2015,Utah,William,Oliver,James,Liam,Lincoln
1830,2015,Vermont,Liam,Oliver,Jackson,Mason,Owen
1831,2015,Virginia,William,Noah,Liam,James,Mason
1832,2015,Washington,Oliver,Liam,Noah,Benjamin,Henry
1833,2015,West Virginia,Noah,Liam,Mason,Hunter,Levi
1834,2015,Wisconsin,Oliver,Owen,Liam,Noah,Mason
1835,2015,Wyoming,Liam,Mason,Benjamin,Wyatt,Luke
1836,2016,Alabama,William,James,John,Mason,Elijah
1837,2016,Alaska,James,Liam,Oliver,William,Joseph
1838,2016,Arizona,Noah,Liam,Daniel,Sebastian,Michael
1839,2016,Arkansas,Elijah,William,Mason,Noah,James
1840,2016,California,Noah,Matthew,Ethan,Daniel,Sebastian
1841,2016,Colorado,Liam,Noah,Oliver,William,Benjamin
1842,2016,Connecticut,Noah,James,Michael,Liam,Jacob
1843,2016,Delaware,Liam,Michael,Mason,Noah,Alexander
1844,2016,Dist. of Columbia,William,Alexander,Henry,Noah,Benjamin
1845,2016,Florida,Liam,Noah,Jacob,Elijah,Lucas
1846,2016,Georgia,William,Noah,Mason,James,Elijah
1847,2016,Hawaii,Noah,Liam,Elijah,Ethan,William
1848,2016,Idaho,Oliver,Liam,Mason,James,William
1849,2016,Illinois,Noah,Liam,Alexander,William,Benjamin
1850,2016,Indiana,Liam,Oliver,Noah,Elijah,Benjamin
1851,2016,Iowa,Oliver,Owen,William,Henry,Wyatt
1852,2016,Kansas,Benjamin,Henry,William,Liam,Noah
1853,2016,Kentucky,William,Elijah,James,Liam,Noah
1854,2016,Louisiana,Liam,Noah,Mason,Elijah,William
1855,2016,Maine,Liam,Owen,Benjamin,Mason,William
1856,2016,Maryland,Noah,Mason,Liam,Ethan,Daniel
1857,2016,Massachusetts,Benjamin,William,James,Noah,Lucas
1858,2016,Michigan,Noah,Mason,Benjamin,Liam,Elijah
1859,2016,Minnesota,Henry,Oliver,William,Owen,Liam
1860,2016,Mississippi,William,James,Mason,John,Elijah
1861,2016,Missouri,William,Liam,Mason,Noah,Oliver
1862,2016,Montana,James,Liam,Owen,Oliver,Henry
1863,2016,Nebraska,Liam,Henry,Oliver,Owen,Mason
1864,2016,Nevada,Liam,Alexander,Noah,Mason,Sebastian
1865,2016,New Hampshire,Noah,William,Owen,Benjamin,Mason
1866,2016,New Jersey,Liam,Noah,Matthew,Michael,Jacob
1867,2016,New Mexico,Elijah,Noah,Liam,Josiah,Michael
1868,2016,New York,Liam,Jacob,Noah,Ethan,Michael
1869,2016,North Carolina,William,Noah,Mason,Liam,Elijah
1870,2016,North Dakota,Oliver,William,Easton,Owen,Liam
1871,2016,Ohio,Liam,Noah,Carter,William,Mason
1872,2016,Oklahoma,Liam,Elijah,Oliver,Noah,Mason
1873,2016,Oregon,Oliver,Henry,William,Benjamin,Liam
1874,2016,Pennsylvania,Noah,Liam,Mason,Benjamin,James
1875,2016,Rhode Island,Noah,Liam,Benjamin,Michael,Jacob
1876,2016,South Carolina,William,Noah,James,Mason,Elijah
1877,2016,South Dakota,Oliver,Liam,Owen,Grayson,William
1878,2016,Tennessee,William,Elijah,James,Mason,Noah
1879,2016,Texas,Noah,Liam,Sebastian,Matthew,Daniel
1880,2016,Utah,Oliver,William,Liam,James,Henry
1881,2016,Vermont,Owen,Oliver,Wyatt,William,Henry
1882,2016,Virginia,William,Noah,James,Liam,Mason
1883,2016,Washington,Liam,Benjamin,Oliver,James,Noah
1884,2016,West Virginia,Mason,Noah,Liam,Grayson,James
1885,2016,Wisconsin,Oliver,Henry,Liam,Owen,Mason
1886,2016,Wyoming,Wyatt,Liam,William,Lincoln,Gabriel
1887,2017,Alabama,William,James,Elijah,John,Noah
1888,2017,Alaska,James,Liam,Wyatt,Noah,Oliver
1889,2017,Arizona,Liam,Noah,Sebastian,Alexander,Daniel
1890,2017,Arkansas,Elijah,William,Noah,Liam,Mason
1891,2017,California,Noah,Sebastian,Liam,Ethan,Matthew
1892,2017,Colorado,Liam,Oliver,Noah,William,Benjamin
1893,2017,Connecticut,Noah,Liam,Logan,Jacob,Michael
1894,2017,Delaware,Noah,Logan,Liam,Mason,Michael
1895,2017,Dist. of Columbia,James,Henry,William,Noah,Jacob
1896,2017,Florida,Liam,Noah,Lucas,Elijah,Matthew
1897,2017,Georgia,William,Noah,Mason,Elijah,James
1898,2017,Hawaii,Liam,Noah,Mason,Elijah,Logan
1899,2017,Idaho,Oliver,Liam,William,James,Samuel
1900,2017,Illinois,Noah,Liam,Benjamin,Logan,Alexander
1901,2017,Indiana,Oliver,Liam,Elijah,Noah,William
1902,2017,Iowa,Oliver,Liam,Henry,Lincoln,Wyatt
1903,2017,Kansas,Oliver,William,Liam,Henry,Jackson
1904,2017,Kentucky,William,Elijah,Noah,Liam,James
1905,2017,Louisiana,Liam,Noah,Mason,Elijah,William
1906,2017,Maine,Oliver,Lincoln,Liam,Owen,Wyatt
1907,2017,Maryland,Liam,Noah,James,Logan,Jacob
1908,2017,Massachusetts,Benjamin,William,Liam,Lucas,Noah
1909,2017,Michigan,Liam,Noah,Oliver,Lucas,Mason
1910,2017,Minnesota,Oliver,William,Henry,Liam,Theodore
1911,2017,Mississippi,John,William,James,Mason,Elijah
1912,2017,Missouri,William,Liam,Noah,Oliver,Elijah
1913,2017,Montana,James,William,Liam,Oliver,Wyatt
1914,2017,Nebraska,Oliver,Liam,William,Henry,Noah
1915,2017,Nevada,Liam,Noah,Elijah,Michael,Sebastian
1916,2017,New Hampshire,Logan,Henry,Owen,Mason,Oliver
1917,2017,New Jersey,Liam,Noah,Matthew,Michael,Jacob
1918,2017,New Mexico,Noah,Elijah,Santiago,Liam,Daniel
1919,2017,New York,Liam,Noah,Jacob,Lucas,Joseph
1920,2017,North Carolina,William,Noah,Liam,James,Mason
1921,2017,North Dakota,Oliver,Henry,Liam,Noah,William
1922,2017,Ohio,Liam,Noah,Carter,William,Lucas
1923,2017,Oklahoma,William,Liam,Noah,Elijah,James
1924,2017,Oregon,Oliver,Liam,Henry,Benjamin,William
1925,2017,Pennsylvania,Liam,Noah,Logan,Benjamin,Mason
1926,2017,Rhode Island,Lucas,Noah,Liam,Julian,Mason
1927,2017,South Carolina,William,Noah,Mason,James,Liam
1928,2017,South Dakota,Oliver,Owen,Lincoln,Liam,William
1929,2017,Tennessee,William,Elijah,James,Noah,Jackson
1930,2017,Texas,Noah,Liam,Sebastian,Mateo,Elijah
1931,2017,Utah,Oliver,Liam,William,James,Benjamin
1932,2017,Vermont,Wyatt,William,Oliver,Liam,Noah
1933,2017,Virginia,Liam,William,Noah,James,Benjamin
1934,2017,Washington,Liam,Oliver,Noah,William,Benjamin
1935,2017,West Virginia,Liam,Mason,Elijah,Carter,Grayson
1936,2017,Wisconsin,Henry,Oliver,William,Liam,Logan
1937,2017,Wyoming,Liam,Wyatt,Logan,Carter,Benjamin
1938,2018,Alabama,William,James,John,Elijah,Noah
1939,2018,Alaska,Oliver,Logan,Liam,Elijah,Michael
1940,2018,Arizona,Liam,Noah,Sebastian,Oliver,Benjamin
1941,2018,Arkansas,Noah,Elijah,William,Liam,Oliver
1942,2018,California,Noah,Liam,Sebastian,Mateo,Ethan
1943,2018,Colorado,Liam,Oliver,William,Noah,Benjamin
1944,2018,Connecticut,Noah,Liam,Benjamin,Logan,Lucas
1945,2018,Delaware,Liam,Noah,Mason,Logan,James
1946,2018,Dist. of Columbia,William,James,Henry,Alexander,Benjamin
1947,2018,Florida,Liam,Noah,Lucas,Elijah,Ethan
1948,2018,Georgia,William,Noah,Elijah,Liam,James
1949,2018,Hawaii,Liam,Noah,Elijah,Logan,Ezra
1950,2018,Idaho,Liam,Oliver,William,Henry,James
1951,2018,Illinois,Noah,Liam,Oliver,Benjamin,William
1952,2018,Indiana,Liam,Oliver,Noah,Elijah,William
1953,2018,Iowa,Oliver,Liam,Henry,William,Owen
1954,2018,Kansas,Liam,Oliver,Henry,William,Mason
1955,2018,Kentucky,William,Liam,Noah,Elijah,Grayson
1956,2018,Louisiana,Noah,Liam,Elijah,James,William
1957,2018,Maine,Oliver,Liam,Owen,Wyatt,Henry
1958,2018,Maryland,Liam,Noah,William,Dylan,Ethan
1959,2018,Massachusetts,Benjamin,Liam,James,Lucas,William
1960,2018,Michigan,Noah,Oliver,Liam,Benjamin,William
1961,2018,Minnesota,Henry,Oliver,William,Liam,Theodore
1962,2018,Mississippi,William,John,Noah,James,Elijah
1963,2018,Missouri,Liam,Oliver,William,Henry,Noah
1964,2018,Montana,Liam,William,Noah,Oliver,Henry
1965,2018,Nebraska,Liam,Henry,Oliver,William,Theodore
1966,2018,Nevada,Liam,Noah,Sebastian,Elijah,Daniel
1967,2018,New Hampshire,Oliver,Jackson,Mason,Liam,Henry
1968,2018,New Jersey,Liam,Noah,Jacob,Michael,Matthew
1969,2018,New Mexico,Noah,Liam,Elijah,Mateo,Logan
1970,2018,New York,Liam,Noah,Jacob,Lucas,Ethan
1971,2018,North Carolina,Noah,William,Liam,James,Elijah
1972,2018,North Dakota,Oliver,Henry,Owen,Hudson,Easton
1973,2018,Ohio,Liam,Noah,William,Oliver,Owen
1974,2018,Oklahoma,Liam,Noah,William,Elijah,Oliver
1975,2018,Oregon,Oliver,William,Benjamin,Henry,Liam
1976,2018,Pennsylvania,Liam,Noah,Benjamin,Mason,Michael
1977,2018,Rhode Island,Liam,Noah,Benjamin,Alexander,Oliver
1978,2018,South Carolina,William,James,Noah,Elijah,Liam
1979,2018,South Dakota,Grayson,Henry,Liam,Owen,Oliver
1980,2018,Tennessee,William,James,Liam,Noah,Elijah
1981,2018,Texas,Liam,Noah,Sebastian,Mateo,Elijah
1982,2018,Utah,Oliver,William,Liam,James,Henry
1983,2018,Vermont,Oliver,Liam,Owen,Levi,Mason
1984,2018,Virginia,William,Liam,Noah,James,Alexander
1985,2018,Washington,Liam,Oliver,William,Noah,Henry
1986,2018,West Virginia,Mason,Liam,Elijah,Grayson,Owen
1987,2018,Wisconsin,Oliver,Liam,Henry,William,Logan
1988,2018,Wyoming,Oliver,Logan,Jackson,Lincoln,Wyatt
1989,2019,Alabama,William,James,John,Elijah,Noah
1990,2019,Alaska,Liam,Oliver,Henry,James,Noah
1991,2019,Arizona,Liam,Noah,Sebastian,Elijah,Mateo
1992,2019,Arkansas,William,Noah,Elijah,Liam,Oliver
1993,2019,California,Noah,Liam,Mateo,Sebastian,Ethan
1994,2019,Colorado,Liam,Oliver,Noah,William,Henry
1995,2019,Connecticut,Liam,Noah,Mason,Lucas,Logan
1996,2019,Delaware,Noah,Liam,Benjamin,Mason,Colton
1997,2019,Dist. of Columbia,William,James,Noah,Benjamin,Henry
1998,2019,Florida,Liam,Noah,Elijah,Lucas,Alexander
1999,2019,Georgia,William,Liam,Noah,Elijah,James
2000,2019,Hawaii,Noah,Liam,Mason,Elijah,Ezekiel
2001,2019,Idaho,Oliver,Liam,Henry,William,Noah
2002,2019,Illinois,Noah,Liam,Benjamin,Oliver,Alexander
2003,2019,Indiana,Liam,Oliver,Noah,Elijah,Benjamin
2004,2019,Iowa,Oliver,Liam,Henry,William,Noah
2005,2019,Kansas,Liam,Oliver,Henry,Noah,James
2006,2019,Kentucky,Liam,William,Elijah,Noah,James
2007,2019,Louisiana,Noah,Elijah,Liam,James,William
2008,2019,Maine,Oliver,William,Owen,Henry,Liam
2009,2019,Maryland,Liam,Noah,James,Jacob,Benjamin
2010,2019,Massachusetts,Benjamin,Noah,Liam,William,James
2011,2019,Michigan,Liam,Noah,Oliver,Elijah,Henry
2012,2019,Minnesota,Henry,Oliver,William,Theodore,Liam
2013,2019,Mississippi,William,Noah,James,Elijah,John
2014,2019,Missouri,Liam,Oliver,William,Henry,Elijah
2015,2019,Montana,Oliver,Henry,James,William,Owen
2016,2019,Nebraska,Oliver,Liam,Henry,William,Benjamin
2017,2019,Nevada,Liam,Noah,Oliver,Sebastian,Alexander
2018,2019,New Hampshire,Benjamin,Liam,Owen,Oliver,Henry
2019,2019,New Jersey,Liam,Noah,Lucas,Joseph,Matthew
2020,2019,New Mexico,Liam,Noah,Mateo,Elijah,Ezekiel
2021,2019,New York,Liam,Noah,Lucas,Jacob,Michael
2022,2019,North Carolina,Liam,Noah,William,James,Elijah
2023,2019,North Dakota,Liam,Owen,Oliver,Henry,William
2024,2019,Ohio,Liam,Oliver,Noah,William,James
2025,2019,Oklahoma,Liam,Noah,Oliver,Elijah,William
2026,2019,Oregon,Oliver,Liam,Henry,Benjamin,Noah
2027,2019,Pennsylvania,Liam,Noah,Benjamin,Lucas,Mason
2028,2019,Rhode Island,Noah,Lucas,Julian,Liam,Oliver
2029,2019,South Carolina,William,Noah,Liam,James,Elijah
2030,2019,South Dakota,Liam,Oliver,Wyatt,Asher,Lincoln
2031,2019,Tennessee,William,Liam,Noah,Elijah,James
2032,2019,Texas,Liam,Noah,Mateo,Elijah,Sebastian
2033,2019,Utah,Oliver,Liam,William,Henry,Jack
2034,2019,Vermont,Oliver,Henry,Liam,Owen,Wyatt
2035,2019,Virginia,Liam,William,Noah,James,Lucas
2036,2019,Washington,Liam,Oliver,Noah,Benjamin,Henry
2037,2019,West Virginia,Liam,Carter,Mason,Noah,Easton
2038,2019,Wisconsin,Oliver,Liam,Henry,Owen,Noah
2039,2019,Wyoming,Liam,Oliver,Henry,Asher,William
2040,2020,Alabama,William,James,John,Elijah,Noah
2041,2020,Alaska,Liam,Oliver,Elijah,Theodore,William
2042,2020,Arizona,Liam,Noah,Mateo,Oliver,Sebastian
2043,2020,Arkansas,Liam,William,Elijah,Noah,Oliver
2044,2020,California,Noah,Liam,Mateo,Sebastian,Julian
2045,2020,Colorado,Liam,Oliver,Noah,Henry,William
2046,2020,Connecticut,Noah,Liam,Benjamin,Michael,James
2047,2020,Delaware,Liam,Noah,Elijah,Carter,Anthony
2048,2020,Dist. of Columbia,William,Noah,James,John,Henry
2049,2020,Florida,Liam,Noah,Lucas,Elijah,Oliver
2050,2020,Georgia,Liam,Noah,William,Elijah,James
2051,2020,Hawaii,Liam,Noah,Oliver,Elijah,Logan
2052,2020,Idaho,Oliver,Liam,Henry,William,James
2053,2020,Illinois,Noah,Liam,Oliver,Benjamin,Henry
2054,2020,Indiana,Oliver,Liam,Elijah,Noah,Henry
2055,2020,Iowa,Oliver,Liam,Henry,Theodore,William
2056,2020,Kansas,Liam,Henry,Oliver,Noah,Elijah
2057,2020,Kentucky,Liam,William,Oliver,Elijah,James
2058,2020,Louisiana,Liam,Elijah,Noah,John,William
2059,2020,Maine,Oliver,Henry,Liam,Theodore,Jack
2060,2020,Maryland,Liam,Noah,James,Lucas,Benjamin
2061,2020,Massachusetts,Noah,Liam,Benjamin,James,William
2062,2020,Michigan,Oliver,Noah,Liam,Henry,Benjamin
2063,2020,Minnesota,Henry,Oliver,Theodore,Liam,Jack
2064,2020,Mississippi,James,William,Elijah,John,Noah
2065,2020,Missouri,Oliver,Liam,William,Henry,Noah
2066,2020,Montana,Oliver,Henry,William,Wyatt,James
2067,2020,Nebraska,Oliver,Henry,Liam,Theodore,William
2068,2020,Nevada,Liam,Noah,Elijah,Sebastian,Mateo
2069,2020,New Hampshire,Lucas,Oliver,Benjamin,Owen,Jack
2070,2020,New Jersey,Liam,Noah,Lucas,Joseph,Jacob
2071,2020,New Mexico,Liam,Noah,Ezekiel,Elijah,Mateo
2072,2020,New York,Liam,Noah,Lucas,Jacob,Joseph
2073,2020,North Carolina,Liam,Noah,William,James,Elijah
2074,2020,North Dakota,Oliver,Liam,Hudson,Asher,Benjamin
2075,2020,Ohio,Liam,Oliver,Noah,Elijah,William
2076,2020,Oklahoma,Liam,Oliver,Elijah,Noah,Lincoln
2077,2020,Oregon,Oliver,Henry,Liam,Noah,William
2078,2020,Pennsylvania,Noah,Liam,Benjamin,Mason,Michael
2079,2020,Rhode Island,Liam,Noah,Jacob,Benjamin,Julian
2080,2020,South Carolina,William,Noah,James,Liam,Elijah
2081,2020,South Dakota,Oliver,Liam,Henry,Maverick,Asher
2082,2020,Tennessee,Liam,William,Elijah,James,Noah
2083,2020,Texas,Liam,Noah,Mateo,Elijah,Sebastian
2084,2020,Utah,Oliver,William,Liam,Jack,Henry
2085,2020,Vermont,Oliver,Theodore,Owen,Benjamin,Liam
2086,2020,Virginia,Liam,Noah,William,James,Oliver
2087,2020,Washington,Oliver,Liam,Noah,Benjamin,Henry
2088,2020,West Virginia,Liam,Elijah,Mason,Noah,Asher
2089,2020,Wisconsin,Oliver,Liam,Henry,William,Theodore
2090,2020,Wyoming,Oliver,Liam,Wyatt,Logan,Jackson
2091,2021,Alabama,William,John,James,Noah,Elijah
2092,2021,Alaska,Noah,Oliver,Liam,Wyatt,William
2093,2021,Arizona,Liam,Noah,Mateo,Oliver,Sebastian
2094,2021,Arkansas,Liam,Oliver,Elijah,Noah,Asher
2095,2021,California,Noah,Liam,Mateo,Sebastian,Julian
2096,2021,Colorado,Liam,Oliver,Noah,Henry,Theodore
2097,2021,Connecticut,Noah,Liam,James,Lucas,Benjamin
2098,2021,Delaware,Liam,Noah,Michael,Lucas,James
2099,2021,Dist. of Columbia,Henry,William,James,Noah,Liam
2100,2021,Florida,Liam,Noah,Lucas,Elijah,Oliver
2101,2021,Georgia,Noah,Liam,William,Elijah,James
2102,2021,Hawaii,Noah,Kai,Liam,Ezekiel,Oliver
2103,2021,Idaho,Oliver,Liam,Henry,William,Jack
2104,2021,Illinois,Noah,Liam,Oliver,Henry,Benjamin
2105,2021,Indiana,Liam,Oliver,Noah,Elijah,Henry
2106,2021,Iowa,Oliver,Liam,Henry,Noah,Asher
2107,2021,Kansas,Liam,Oliver,Noah,Theodore,James
2108,2021,Kentucky,Liam,James,Elijah,William,Noah
2109,2021,Louisiana,Liam,Noah,Elijah,James,William
2110,2021,Maine,Oliver,Owen,William,Henry,Jack
2111,2021,Maryland,Liam,Noah,James,Lucas,Oliver
2112,2021,Massachusetts,Noah,Liam,Henry,Benjamin,Jack
2113,2021,Michigan,Noah,Oliver,Liam,Henry,Elijah
2114,2021,Minnesota,Henry,Oliver,Theodore,Liam,Owen
2115,2021,Mississippi,William,John,James,Elijah,Noah
2116,2021,Missouri,Oliver,Henry,Liam,William,Elijah
2117,2021,Montana,Oliver,Liam,James,Asher,Jackson
2118,2021,Nebraska,Henry,Oliver,Liam,Theodore,William
2119,2021,Nevada,Liam,Noah,Mateo,Oliver,Sebastian
